Longitude,Latitude,RegistrationNumber,Year,Decade,Binomial,TypeStatus,Continent,Country,Locality,Extent (m),Certainty,Type,NOTES,
8.106306,9.59396,1999.121,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.122,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
,,1999.124,,,Smutsia temminckii,skeleton,,,,,,,,
,,1999.125,,,Smutsia temminckii,skeleton,,,,,,,,
,,2003.239,,,Manis crassicaudata,skeleton,Asia,Asia,,,,,,
,,2003.24,,,Smutsia gigantea,skin,Africa,Africa,,,,,,
-1.312712,14.492996,no reg,,,Smutsia gigantea,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
-11.574761,6.970035,no reg,1946,1940,Smutsia gigantea,skin,Africa,Sierra Leone,Sulima (Nr),3080,75,3.5,Coordinates for Sulima place name on Google MapsÂ and extent is half the distance to centre of nearest settlement of a comparable size (Juring).,
39.667637,-4.043745,no reg,,,Phataginus tricuspis,skin,Africa,Kenya,Mombasa,13840,25,2.3,"Coordinates for place name on Google Maps and extent is to furthest marked boundary edge. Seaport city so could be location specimen was exported from, not sourced from.",
,,no reg,,,Phataginus tricuspis,skin,,,,,,,,
,,no reg,,,,skin,,,,,,,,
-1.312712,14.492996,no reg,,,Phataginus tetradactyla,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
103.864028,1.355111,no reg,,,Manis javanica,skin,Asia,Singapore,Singapore,32210,25,2.3,"Coordinates for place name on Google Maps and extent is to furthest marked boundary edge. Could be location specimen was exported from, not sourced from, as tag says ""Purchased 1842"".",
,,no reg,,,,skull,,,,,,,,
,,no reg,,,,skull,,,,,,,,
,,no reg,,,,skeleton,,,,,,,,
,,no reg,,,Manis crassicaudata,spirit,,,,,,,,
,,no reg,,,,spirit,,,,,,,,
